sample_id,brand,panel,thickness_um,thickness_mils,oem_range_um,label
V0131-bumper_rear,Acura,bumper_rear,132.9,5.23,95-118,factory_normal
V0131-door_jamb_left,Acura,door_jamb_left,115.7,4.56,95-118,factory_normal
V0131-door_jamb_right,Acura,door_jamb_right,114.1,4.49,95-118,factory_normal
V0132-hood,Acura,hood,102.8,4.05,95-118,factory_normal
V0132-roof,Acura,roof,109.0,4.29,95-118,factory_normal
V0132-trunk,Acura,trunk,106.4,4.19,95-118,factory_normal
V0132-door_front_left,Acura,door_front_left,229.0,9.02,95-118,respray
V0132-door_front_right,Acura,door_front_right,103.6,4.08,95-118,factory_normal
V0132-door_rear_left,Acura,door_rear_left,100.9,3.97,95-118,factory_normal
V0132-door_rear_right,Acura,door_rear_right,111.8,4.4,95-118,factory_normal
V0132-fender_left,Acura,fender_left,107.3,4.22,95-118,factory_normal
V0132-fender_right,Acura,fender_right,102.6,4.04,95-118,factory_normal
V0132-quarter_left,Acura,quarter_left,111.0,4.37,95-118,factory_normal
V0132-quarter_right,Acura,quarter_right,104.1,4.1,95-118,factory_normal
V0132-bumper_front,Acura,bumper_front,103.0,4.06,95-118,factory_normal
V0132-bumper_rear,Acura,bumper_rear,138.9,5.47,95-118,factory_normal
V0132-door_jamb_left,Acura,door_jamb_left,228.3,8.99,95-118,respray
V0132-door_jamb_right,Acura,door_jamb_right,177.9,7.0,95-118,respray
V0133-hood,Acura,hood,118.1,4.65,95-118,factory_normal
V0133-roof,Acura,roof,103.8,4.09,95-118,factory_normal
V0133-trunk,Acura,trunk,113.5,4.47,95-118,factory_normal
V0133-door_front_left,Acura,door_front_left,105.3,4.15,95-118,factory_normal
V0133-door_front_right,Acura,door_front_right,110.1,4.33,95-118,factory_normal
V0133-door_rear_left,Acura,door_rear_left,102.6,4.04,95-118,factory_normal
V0133-door_rear_right,Acura,door_rear_right,105.7,4.16,95-118,factory_normal
V0133-fender_left,Acura,fender_left,105.6,4.16,95-118,factory_normal
V0133-fender_right,Acura,fender_right,248.0,9.76,95-118,respray
V0133-quarter_left,Acura,quarter_left,181.4,7.14,95-118,respray
V0133-quarter_right,Acura,quarter_right,110.3,4.34,95-118,factory_normal
V0133-bumper_front,Acura,bumper_front,225.2,8.87,95-118,respray
V0133-bumper_rear,Acura,bumper_rear,131.8,5.19,95-118,factory_normal
V0133-door_jamb_left,Acura,door_jamb_left,112.7,4.44,95-118,factory_normal
V0133-door_jamb_right,Acura,door_jamb_right,109.0,4.29,95-118,factory_normal
V0134-hood,Acura,hood,101.1,3.98,95-118,factory_normal
V0134-roof,Acura,roof,102.9,4.05,95-118,factory_normal
V0134-trunk,Acura,trunk,109.7,4.32,95-118,factory_normal
V0134-door_front_left,Acura,door_front_left,103.8,4.09,95-118,factory_normal
V0134-door_front_right,Acura,door_front_right,105.4,4.15,95-118,factory_normal
V0134-door_rear_left,Acura,door_rear_left,107.6,4.24,95-118,factory_normal
V0134-door_rear_right,Acura,door_rear_right,95.9,3.78,95-118,factory_normal
V0134-fender_left,Acura,fender_left,105.5,4.15,95-118,factory_normal
V0134-fender_right,Acura,fender_right,100.3,3.95,95-118,factory_normal
V0134-quarter_left,Acura,quarter_left,89.2,3.51,95-118,thin_caution
V0134-quarter_right,Acura,quarter_right,91.1,3.59,95-118,factory_normal
V0134-bumper_front,Acura,bumper_front,92.0,3.62,95-118,factory_normal
V0134-bumper_rear,Acura,bumper_rear,112.1,4.41,95-118,factory_normal
V0134-door_jamb_left,Acura,door_jamb_left,102.7,4.04,95-118,factory_normal
V0134-door_jamb_right,Acura,door_jamb_right,99.5,3.92,95-118,factory_normal
V0135-hood,Acura,hood,92.8,3.65,95-118,factory_normal
V0135-roof,Acura,roof,107.9,4.25,95-118,factory_normal
V0135-trunk,Acura,trunk,97.4,3.83,95-118,factory_normal
V0135-door_front_left,Acura,door_front_left,111.0,4.37,95-118,factory_normal
V0135-door_front_right,Acura,door_front_right,100.7,3.96,95-118,factory_normal
V0135-door_rear_left,Acura,door_rear_left,106.0,4.17,95-118,factory_normal
V0135-door_rear_right,Acura,door_rear_right,100.6,3.96,95-118,factory_normal
V0135-fender_left,Acura,fender_left,100.7,3.96,95-118,factory_normal
V0135-fender_right,Acura,fender_right,97.9,3.85,95-118,factory_normal
V0135-quarter_left,Acura,quarter_left,101.4,3.99,95-118,factory_normal
V0135-quarter_right,Acura,quarter_right,102.4,4.03,95-118,factory_normal
V0135-bumper_front,Acura,bumper_front,120.4,4.74,95-118,factory_normal
V0135-bumper_rear,Acura,bumper_rear,106.3,4.19,95-118,factory_normal
V0135-door_jamb_left,Acura,door_jamb_left,101.6,4.0,95-118,factory_normal
V0135-door_jamb_right,Acura,door_jamb_right,96.9,3.81,95-118,factory_normal
V0136-hood,Acura,hood,113.5,4.47,95-118,factory_normal
V0136-roof,Acura,roof,107.4,4.23,95-118,factory_normal
V0136-trunk,Acura,trunk,114.3,4.5,95-118,factory_normal
V0136-door_front_left,Acura,door_front_left,107.5,4.23,95-118,factory_normal
V0136-door_front_right,Acura,door_front_right,113.3,4.46,95-118,factory_normal
V0136-door_rear_left,Acura,door_rear_left,109.6,4.31,95-118,factory_normal
V0136-door_rear_right,Acura,door_rear_right,114.5,4.51,95-118,factory_normal
V0136-fender_left,Acura,fender_left,106.1,4.18,95-118,factory_normal
V0136-fender_right,Acura,fender_right,118.3,4.66,95-118,factory_normal
V0136-quarter_left,Acura,quarter_left,104.0,4.09,95-118,factory_normal
V0136-quarter_right,Acura,quarter_right,102.6,4.04,95-118,factory_normal
V0136-bumper_front,Acura,bumper_front,115.2,4.54,95-118,factory_normal
V0136-bumper_rear,Acura,bumper_rear,145.7,5.74,95-118,factory_normal
V0136-door_jamb_left,Acura,door_jamb_left,101.8,4.01,95-118,factory_normal
V0136-door_jamb_right,Acura,door_jamb_right,105.6,4.16,95-118,factory_normal
V0137-hood,Acura,hood,92.9,3.66,95-118,factory_normal
V0137-roof,Acura,roof,108.1,4.26,95-118,factory_normal
V0137-trunk,Acura,trunk,101.4,3.99,95-118,factory_normal
V0137-door_front_left,Acura,door_front_left,106.5,4.19,95-118,factory_normal
V0137-door_front_right,Acura,door_front_right,114.6,4.51,95-118,factory_normal
V0137-door_rear_left,Acura,door_rear_left,101.0,3.98,95-118,factory_normal
V0137-door_rear_right,Acura,door_rear_right,100.7,3.96,95-118,factory_normal
V0137-fender_left,Acura,fender_left,103.4,4.07,95-118,factory_normal
V0137-fender_right,Acura,fender_right,107.7,4.24,95-118,factory_normal
V0137-quarter_left,Acura,quarter_left,99.9,3.93,95-118,factory_normal
V0137-quarter_right,Acura,quarter_right,99.6,3.92,95-118,factory_normal
V0137-bumper_front,Acura,bumper_front,120.1,4.73,95-118,factory_normal
V0137-bumper_rear,Acura,bumper_rear,105.0,4.13,95-118,factory_normal
V0137-door_jamb_left,Acura,door_jamb_left,102.3,4.03,95-118,factory_normal
V0137-door_jamb_right,Acura,door_jamb_right,102.8,4.05,95-118,factory_normal
V0138-hood,Nissan,hood,107.0,4.21,90-115,factory_normal
V0138-roof,Nissan,roof,109.6,4.31,90-115,factory_normal
V0138-trunk,Nissan,trunk,115.2,4.54,90-115,factory_normal
V0138-door_front_left,Nissan,door_front_left,113.3,4.46,90-115,factory_normal
V0138-door_front_right,Nissan,door_front_right,192.9,7.59,90-115,respray
V0138-door_rear_left,Nissan,door_rear_left,107.7,4.24,90-115,factory_normal
V0138-door_rear_right,Nissan,door_rear_right,115.6,4.55,90-115,factory_normal
V0138-fender_left,Nissan,fender_left,119.3,4.7,90-115,factory_normal
V0138-fender_right,Nissan,fender_right,209.5,8.25,90-115,respray
V0138-quarter_left,Nissan,quarter_left,114.5,4.51,90-115,factory_normal
V0138-quarter_right,Nissan,quarter_right,113.4,4.46,90-115,factory_normal
V0138-bumper_front,Nissan,bumper_front,232.0,9.13,90-115,respray
V0138-bumper_rear,Nissan,bumper_rear,131.4,5.17,90-115,factory_normal
V0138-door_jamb_left,Nissan,door_jamb_left,111.0,4.37,90-115,factory_normal
V0138-door_jamb_right,Nissan,door_jamb_right,111.1,4.37,90-115,factory_normal
V0139-hood,Nissan,hood,91.0,3.58,90-115,factory_normal
V0139-roof,Nissan,roof,87.5,3.44,90-115,thin_caution
V0139-trunk,Nissan,trunk,91.0,3.58,90-115,factory_normal
V0139-door_front_left,Nissan,door_front_left,90.8,3.57,90-115,factory_normal
V0139-door_front_right,Nissan,door_front_right,89.9,3.54,90-115,thin_caution
V0139-door_rear_left,Nissan,door_rear_left,91.6,3.61,90-115,factory_normal
V0139-door_rear_right,Nissan,door_rear_right,99.1,3.9,90-115,factory_normal
V0139-fender_left,Nissan,fender_left,94.2,3.71,90-115,factory_normal
V0139-fender_right,Nissan,fender_right,105.6,4.16,90-115,factory_normal
V0139-quarter_left,Nissan,quarter_left,94.1,3.7,90-115,factory_normal
V0139-quarter_right,Nissan,quarter_right,91.8,3.61,90-115,factory_normal
V0139-bumper_front,Nissan,bumper_front,103.3,4.07,90-115,factory_normal
V0139-bumper_rear,Nissan,bumper_rear,218.0,8.58,90-115,respray
V0139-door_jamb_left,Nissan,door_jamb_left,97.0,3.82,90-115,factory_normal
V0139-door_jamb_right,Nissan,door_jamb_right,90.7,3.57,90-115,factory_normal
V0140-hood,Nissan,hood,81.4,3.2,90-115,thin_caution
V0140-roof,Nissan,roof,83.7,3.3,90-115,thin_caution
V0140-trunk,Nissan,trunk,162.9,6.41,90-115,respray
V0140-door_front_left,Nissan,door_front_left,87.7,3.45,90-115,thin_caution
V0140-door_front_right,Nissan,door_front_right,84.5,3.33,90-115,thin_caution
V0140-door_rear_left,Nissan,door_rear_left,91.2,3.59,90-115,factory_normal
V0140-door_rear_right,Nissan,door_rear_right,87.4,3.44,90-115,thin_caution
V0140-fender_left,Nissan,fender_left,87.7,3.45,90-115,thin_caution
V0140-fender_right,Nissan,fender_right,93.7,3.69,90-115,factory_normal
V0140-quarter_left,Nissan,quarter_left,84.2,3.31,90-115,thin_caution
V0140-quarter_right,Nissan,quarter_right,85.5,3.37,90-115,thin_caution
V0140-bumper_front,Nissan,bumper_front,87.5,3.44,90-115,thin_caution
V0140-bumper_rear,Nissan,bumper_rear,116.2,4.57,90-115,factory_normal
V0140-door_jamb_left,Nissan,door_jamb_left,88.1,3.47,90-115,thin_caution
V0140-door_jamb_right,Nissan,door_jamb_right,96.1,3.78,90-115,factory_normal
V0141-hood,Nissan,hood,109.5,4.31,90-115,factory_normal
V0141-roof,Nissan,roof,112.0,4.41,90-115,factory_normal
V0141-trunk,Nissan,trunk,118.5,4.67,90-115,factory_normal
V0141-door_front_left,Nissan,door_front_left,119.9,4.72,90-115,factory_normal
V0141-door_front_right,Nissan,door_front_right,114.3,4.5,90-115,factory_normal
V0141-door_rear_left,Nissan,door_rear_left,114.8,4.52,90-115,factory_normal
V0141-door_rear_right,Nissan,door_rear_right,118.4,4.66,90-115,factory_normal
V0141-fender_left,Nissan,fender_left,115.3,4.54,90-115,factory_normal
V0141-fender_right,Nissan,fender_right,108.1,4.26,90-115,factory_normal
V0141-quarter_left,Nissan,quarter_left,110.5,4.35,90-115,factory_normal
V0141-quarter_right,Nissan,quarter_right,115.8,4.56,90-115,factory_normal
V0141-bumper_front,Nissan,bumper_front,122.0,4.8,90-115,factory_normal
V0141-bumper_rear,Nissan,bumper_rear,129.2,5.09,90-115,factory_normal
V0141-door_jamb_left,Nissan,door_jamb_left,112.1,4.41,90-115,factory_normal
V0141-door_jamb_right,Nissan,door_jamb_right,110.9,4.37,90-115,factory_normal
V0142-hood,Nissan,hood,107.1,4.22,90-115,factory_normal
V0142-roof,Nissan,roof,109.6,4.31,90-115,factory_normal
V0142-trunk,Nissan,trunk,108.9,4.29,90-115,factory_normal
V0142-door_front_left,Nissan,door_front_left,107.4,4.23,90-115,factory_normal
V0142-door_front_right,Nissan,door_front_right,109.0,4.29,90-115,factory_normal
V0142-door_rear_left,Nissan,door_rear_left,106.0,4.17,90-115,factory_normal
V0142-door_rear_right,Nissan,door_rear_right,108.3,4.26,90-115,factory_normal
V0142-fender_left,Nissan,fender_left,102.6,4.04,90-115,factory_normal
V0142-fender_right,Nissan,fender_right,108.0,4.25,90-115,factory_normal
V0142-quarter_left,Nissan,quarter_left,109.5,4.31,90-115,factory_normal
V0142-quarter_right,Nissan,quarter_right,102.8,4.05,90-115,factory_normal
V0142-bumper_front,Nissan,bumper_front,125.1,4.93,90-115,factory_normal
V0142-bumper_rear,Nissan,bumper_rear,116.5,4.59,90-115,factory_normal
V0142-door_jamb_left,Nissan,door_jamb_left,112.1,4.41,90-115,factory_normal
V0142-door_jamb_right,Nissan,door_jamb_right,105.6,4.16,90-115,factory_normal
V0143-hood,Nissan,hood,104.7,4.12,90-115,factory_normal
V0143-roof,Nissan,roof,107.6,4.24,90-115,factory_normal
V0143-trunk,Nissan,trunk,110.0,4.33,90-115,factory_normal
V0143-door_front_left,Nissan,door_front_left,106.7,4.2,90-115,factory_normal
V0143-door_front_right,Nissan,door_front_right,110.6,4.35,90-115,factory_normal
V0143-door_rear_left,Nissan,door_rear_left,112.9,4.44,90-115,factory_normal
V0143-door_rear_right,Nissan,door_rear_right,108.1,4.26,90-115,factory_normal
V0143-fender_left,Nissan,fender_left,187.6,7.39,90-115,respray
V0143-fender_right,Nissan,fender_right,109.9,4.33,90-115,factory_normal
V0143-quarter_left,Nissan,quarter_left,110.0,4.33,90-115,factory_normal
V0143-quarter_right,Nissan,quarter_right,104.2,4.1,90-115,factory_normal
V0143-bumper_front,Nissan,bumper_front,111.8,4.4,90-115,factory_normal
V0143-bumper_rear,Nissan,bumper_rear,115.5,4.55,90-115,factory_normal
V0143-door_jamb_left,Nissan,door_jamb_left,110.3,4.34,90-115,factory_normal
V0143-door_jamb_right,Nissan,door_jamb_right,110.4,4.35,90-115,factory_normal
V0144-hood,Nissan,hood,95.7,3.77,90-115,factory_normal
V0144-roof,Nissan,roof,100.6,3.96,90-115,factory_normal
V0144-trunk,Nissan,trunk,94.5,3.72,90-115,factory_normal
V0144-door_front_left,Nissan,door_front_left,95.8,3.77,90-115,factory_normal
V0144-door_front_right,Nissan,door_front_right,94.3,3.71,90-115,factory_normal
V0144-door_rear_left,Nissan,door_rear_left,92.9,3.66,90-115,factory_normal
V0144-door_rear_right,Nissan,door_rear_right,104.2,4.1,90-115,factory_normal
V0144-fender_left,Nissan,fender_left,102.3,4.03,90-115,factory_normal
V0144-fender_right,Nissan,fender_right,103.8,4.09,90-115,factory_normal
V0144-quarter_left,Nissan,quarter_left,99.1,3.9,90-115,factory_normal
V0144-quarter_right,Nissan,quarter_right,102.8,4.05,90-115,factory_normal
V0144-bumper_front,Nissan,bumper_front,83.1,3.27,90-115,thin_caution
V0144-bumper_rear,Nissan,bumper_rear,220.6,8.69,90-115,respray
V0144-door_jamb_left,Nissan,door_jamb_left,101.0,3.98,90-115,factory_normal
V0144-door_jamb_right,Nissan,door_jamb_right,94.8,3.73,90-115,factory_normal
V0145-hood,Nissan,hood,103.8,4.09,90-115,factory_normal
V0145-roof,Nissan,roof,105.6,4.16,90-115,factory_normal
V0145-trunk,Nissan,trunk,100.6,3.96,90-115,factory_normal
V0145-door_front_left,Nissan,door_front_left,100.3,3.95,90-115,factory_normal
V0145-door_front_right,Nissan,door_front_right,103.3,4.07,90-115,factory_normal
V0145-door_rear_left,Nissan,door_rear_left,107.8,4.24,90-115,factory_normal
V0145-door_rear_right,Nissan,door_rear_right,101.5,4.0,90-115,factory_normal
V0145-fender_left,Nissan,fender_left,106.8,4.2,90-115,factory_normal
V0145-fender_right,Nissan,fender_right,112.7,4.44,90-115,factory_normal
V0145-quarter_left,Nissan,quarter_left,100.9,3.97,90-115,factory_normal
V0145-quarter_right,Nissan,quarter_right,106.4,4.19,90-115,factory_normal
V0145-bumper_front,Nissan,bumper_front,131.6,5.18,90-115,factory_normal
V0145-bumper_rear,Nissan,bumper_rear,117.6,4.63,90-115,factory_normal
V0145-door_jamb_left,Nissan,door_jamb_left,106.4,4.19,90-115,factory_normal
V0145-door_jamb_right,Nissan,door_jamb_right,108.8,4.28,90-115,factory_normal
V0146-hood,Nissan,hood,102.0,4.02,90-115,factory_normal
V0146-roof,Nissan,roof,94.1,3.7,90-115,factory_normal
V0146-trunk,Nissan,trunk,97.1,3.82,90-115,factory_normal
V0146-door_front_left,Nissan,door_front_left,96.6,3.8,90-115,factory_normal
V0146-door_front_right,Nissan,door_front_right,100.4,3.95,90-115,factory_normal
V0146-door_rear_left,Nissan,door_rear_left,91.8,3.61,90-115,factory_normal
V0146-door_rear_right,Nissan,door_rear_right,102.0,4.02,90-115,factory_normal
V0146-fender_left,Nissan,fender_left,99.2,3.91,90-115,factory_normal
V0146-fender_right,Nissan,fender_right,90.3,3.56,90-115,factory_normal
V0146-quarter_left,Nissan,quarter_left,102.9,4.05,90-115,factory_normal
V0146-quarter_right,Nissan,quarter_right,108.1,4.26,90-115,factory_normal
V0146-bumper_front,Nissan,bumper_front,112.5,4.43,90-115,factory_normal
V0146-bumper_rear,Nissan,bumper_rear,106.1,4.18,90-115,factory_normal
V0146-door_jamb_left,Nissan,door_jamb_left,94.1,3.7,90-115,factory_normal
V0146-door_jamb_right,Nissan,door_jamb_right,96.7,3.81,90-115,factory_normal
V0147-hood,Subaru,hood,108.3,4.26,88-112,factory_normal
V0147-roof,Subaru,roof,98.0,3.86,88-112,factory_normal
V0147-trunk,Subaru,trunk,103.0,4.06,88-112,factory_normal
V0147-door_front_left,Subaru,door_front_left,112.8,4.44,88-112,factory_normal
V0147-door_front_right,Subaru,door_front_right,99.9,3.93,88-112,factory_normal
V0147-door_rear_left,Subaru,door_rear_left,109.6,4.31,88-112,factory_normal
V0147-door_rear_right,Subaru,door_rear_right,223.3,8.79,88-112,respray
V0147-fender_left,Subaru,fender_left,108.0,4.25,88-112,factory_normal
V0147-fender_right,Subaru,fender_right,110.7,4.36,88-112,factory_normal
V0147-quarter_left,Subaru,quarter_left,109.0,4.29,88-112,factory_normal
V0147-quarter_right,Subaru,quarter_right,109.8,4.32,88-112,factory_normal
V0147-bumper_front,Subaru,bumper_front,216.9,8.54,88-112,respray
V0147-bumper_rear,Subaru,bumper_rear,241.0,9.49,88-112,respray
V0147-door_jamb_left,Subaru,door_jamb_left,101.0,3.98,88-112,factory_normal
V0147-door_jamb_right,Subaru,door_jamb_right,108.1,4.26,88-112,factory_normal
V0148-hood,Subaru,hood,96.3,3.79,88-112,factory_normal
V0148-roof,Subaru,roof,91.4,3.6,88-112,factory_normal
V0148-trunk,Subaru,trunk,102.8,4.05,88-112,factory_normal
V0148-door_front_left,Subaru,door_front_left,90.2,3.55,88-112,factory_normal
V0148-door_front_right,Subaru,door_front_right,92.9,3.66,88-112,factory_normal
V0148-door_rear_left,Subaru,door_rear_left,95.1,3.74,88-112,factory_normal
V0148-door_rear_right,Subaru,door_rear_right,89.1,3.51,88-112,thin_caution
V0148-fender_left,Subaru,fender_left,96.3,3.79,88-112,factory_normal
V0148-fender_right,Subaru,fender_right,102.7,4.04,88-112,factory_normal
V0148-quarter_left,Subaru,quarter_left,92.1,3.63,88-112,factory_normal
V0148-quarter_right,Subaru,quarter_right,96.6,3.8,88-112,factory_normal
V0148-bumper_front,Subaru,bumper_front,85.6,3.37,88-112,thin_caution
V0148-bumper_rear,Subaru,bumper_rear,100.6,3.96,88-112,factory_normal
V0148-door_jamb_left,Subaru,door_jamb_left,93.5,3.68,88-112,factory_normal
V0148-door_jamb_right,Subaru,door_jamb_right,88.8,3.5,88-112,thin_caution
V0149-hood,Subaru,hood,239.3,9.42,88-112,respray
V0149-roof,Subaru,roof,78.4,3.09,88-112,thin_caution
V0149-trunk,Subaru,trunk,85.1,3.35,88-112,thin_caution
V0149-door_front_left,Subaru,door_front_left,86.9,3.42,88-112,thin_caution
V0149-door_front_right,Subaru,door_front_right,174.0,6.85,88-112,respray
V0149-door_rear_left,Subaru,door_rear_left,92.8,3.65,88-112,factory_normal
V0149-door_rear_right,Subaru,door_rear_right,196.9,7.75,88-112,respray
V0149-fender_left,Subaru,fender_left,95.5,3.76,88-112,factory_normal
V0149-fender_right,Subaru,fender_right,85.2,3.35,88-112,thin_caution
V0149-quarter_left,Subaru,quarter_left,94.0,3.7,88-112,factory_normal
V0149-quarter_right,Subaru,quarter_right,82.1,3.23,88-112,thin_caution
V0149-bumper_front,Subaru,bumper_front,97.9,3.85,88-112,factory_normal
V0149-bumper_rear,Subaru,bumper_rear,96.4,3.8,88-112,factory_normal
V0149-door_jamb_left,Subaru,door_jamb_left,90.6,3.57,88-112,factory_normal
V0149-door_jamb_right,Subaru,door_jamb_right,95.1,3.74,88-112,factory_normal
V0150-hood,Subaru,hood,115.8,4.56,88-112,factory_normal
V0150-roof,Subaru,roof,126.3,4.97,88-112,factory_normal
V0150-trunk,Subaru,trunk,113.5,4.47,88-112,factory_normal
V0150-door_front_left,Subaru,door_front_left,113.3,4.46,88-112,factory_normal
V0150-door_front_right,Subaru,door_front_right,114.4,4.5,88-112,factory_normal
V0150-door_rear_left,Subaru,door_rear_left,105.9,4.17,88-112,factory_normal
V0150-door_rear_right,Subaru,door_rear_right,108.7,4.28,88-112,factory_normal
V0150-fender_left,Subaru,fender_left,108.4,4.27,88-112,factory_normal
V0150-fender_right,Subaru,fender_right,114.1,4.49,88-112,factory_normal
V0150-quarter_left,Subaru,quarter_left,110.0,4.33,88-112,factory_normal
V0150-quarter_right,Subaru,quarter_right,111.6,4.39,88-112,factory_normal
V0150-bumper_front,Subaru,bumper_front,132.1,5.2,88-112,factory_normal
V0150-bumper_rear,Subaru,bumper_rear,107.2,4.22,88-112,factory_normal
V0150-door_jamb_left,Subaru,door_jamb_left,110.0,4.33,88-112,factory_normal
V0150-door_jamb_right,Subaru,door_jamb_right,111.4,4.39,88-112,factory_normal
V0151-hood,Subaru,hood,94.2,3.71,88-112,factory_normal
V0151-roof,Subaru,roof,91.1,3.59,88-112,factory_normal
V0151-trunk,Subaru,trunk,92.6,3.65,88-112,factory_normal
V0151-door_front_left,Subaru,door_front_left,90.0,3.54,88-112,factory_normal
V0151-door_front_right,Subaru,door_front_right,86.3,3.4,88-112,thin_caution
V0151-door_rear_left,Subaru,door_rear_left,88.3,3.48,88-112,thin_caution
V0151-door_rear_right,Subaru,door_rear_right,89.7,3.53,88-112,thin_caution
V0151-fender_left,Subaru,fender_left,89.5,3.52,88-112,thin_caution
V0151-fender_right,Subaru,fender_right,80.2,3.16,88-112,thin_caution
V0151-quarter_left,Subaru,quarter_left,87.7,3.45,88-112,thin_caution
V0151-quarter_right,Subaru,quarter_right,89.9,3.54,88-112,thin_caution
V0151-bumper_front,Subaru,bumper_front,92.8,3.65,88-112,factory_normal
V0151-bumper_rear,Subaru,bumper_rear,104.1,4.1,88-112,factory_normal
V0151-door_jamb_left,Subaru,door_jamb_left,94.7,3.73,88-112,factory_normal
V0151-door_jamb_right,Subaru,door_jamb_right,92.0,3.62,88-112,factory_normal
V0152-hood,Subaru,hood,95.1,3.74,88-112,factory_normal
V0152-roof,Subaru,roof,97.5,3.84,88-112,factory_normal
V0152-trunk,Subaru,trunk,97.1,3.82,88-112,factory_normal
V0152-door_front_left,Subaru,door_front_left,98.9,3.89,88-112,factory_normal
V0152-door_front_right,Subaru,door_front_right,91.6,3.61,88-112,factory_normal
V0152-door_rear_left,Subaru,door_rear_left,96.5,3.8,88-112,factory_normal
V0152-door_rear_right,Subaru,door_rear_right,98.3,3.87,88-112,factory_normal
V0152-fender_left,Subaru,fender_left,100.3,3.95,88-112,factory_normal
V0152-fender_right,Subaru,fender_right,178.6,7.03,88-112,respray
V0152-quarter_left,Subaru,quarter_left,94.5,3.72,88-112,factory_normal
V0152-quarter_right,Subaru,quarter_right,82.7,3.26,88-112,thin_caution
V0152-bumper_front,Subaru,bumper_front,91.8,3.61,88-112,factory_normal
V0152-bumper_rear,Subaru,bumper_rear,106.4,4.19,88-112,factory_normal
V0152-door_jamb_left,Subaru,door_jamb_left,92.4,3.64,88-112,factory_normal
V0152-door_jamb_right,Subaru,door_jamb_right,96.3,3.79,88-112,factory_normal
V0153-hood,Subaru,hood,97.6,3.84,88-112,factory_normal
V0153-roof,Subaru,roof,96.7,3.81,88-112,factory_normal
V0153-trunk,Subaru,trunk,94.8,3.73,88-112,factory_normal
V0153-door_front_left,Subaru,door_front_left,88.4,3.48,88-112,thin_caution
V0153-door_front_right,Subaru,door_front_right,88.7,3.49,88-112,thin_caution
V0153-door_rear_left,Subaru,door_rear_left,93.2,3.67,88-112,factory_normal
V0153-door_rear_right,Subaru,door_rear_right,96.0,3.78,88-112,factory_normal
V0153-fender_left,Subaru,fender_left,93.0,3.66,88-112,factory_normal
V0153-fender_right,Subaru,fender_right,99.2,3.91,88-112,factory_normal
V0153-quarter_left,Subaru,quarter_left,94.7,3.73,88-112,factory_normal
V0153-quarter_right,Subaru,quarter_right,91.3,3.59,88-112,factory_normal
V0153-bumper_front,Subaru,bumper_front,102.0,4.02,88-112,factory_normal
V0153-bumper_rear,Subaru,bumper_rear,109.5,4.31,88-112,factory_normal
V0153-door_jamb_left,Subaru,door_jamb_left,96.0,3.78,88-112,factory_normal
V0153-door_jamb_right,Subaru,door_jamb_right,94.6,3.72,88-112,factory_normal
V0154-hood,Subaru,hood,100.3,3.95,88-112,factory_normal
V0154-roof,Subaru,roof,97.5,3.84,88-112,factory_normal
V0154-trunk,Subaru,trunk,94.2,3.71,88-112,factory_normal
V0154-door_front_left,Subaru,door_front_left,98.9,3.89,88-112,factory_normal
V0154-door_front_right,Subaru,door_front_right,97.6,3.84,88-112,factory_normal
V0154-door_rear_left,Subaru,door_rear_left,105.8,4.17,88-112,factory_normal
V0154-door_rear_right,Subaru,door_rear_right,105.9,4.17,88-112,factory_normal
V0154-fender_left,Subaru,fender_left,98.4,3.87,88-112,factory_normal
V0154-fender_right,Subaru,fender_right,101.6,4.0,88-112,factory_normal
V0154-quarter_left,Subaru,quarter_left,93.6,3.69,88-112,factory_normal
V0154-quarter_right,Subaru,quarter_right,100.4,3.95,88-112,factory_normal
V0154-bumper_front,Subaru,bumper_front,100.4,3.95,88-112,factory_normal
V0154-bumper_rear,Subaru,bumper_rear,122.1,4.81,88-112,factory_normal
V0154-door_jamb_left,Subaru,door_jamb_left,107.9,4.25,88-112,factory_normal
V0154-door_jamb_right,Subaru,door_jamb_right,104.4,4.11,88-112,factory_normal
V0155-hood,Subaru,hood,92.2,3.63,88-112,factory_normal
V0155-roof,Subaru,roof,99.8,3.93,88-112,factory_normal
V0155-trunk,Subaru,trunk,89.0,3.5,88-112,thin_caution
V0155-door_front_left,Subaru,door_front_left,89.8,3.54,88-112,thin_caution
V0155-door_front_right,Subaru,door_front_right,100.6,3.96,88-112,factory_normal
V0155-door_rear_left,Subaru,door_rear_left,98.2,3.87,88-112,factory_normal
V0155-door_rear_right,Subaru,door_rear_right,94.4,3.72,88-112,factory_normal
V0155-fender_left,Subaru,fender_left,100.3,3.95,88-112,factory_normal
V0155-fender_right,Subaru,fender_right,100.5,3.96,88-112,factory_normal
V0155-quarter_left,Subaru,quarter_left,104.7,4.12,88-112,factory_normal
V0155-quarter_right,Subaru,quarter_right,100.6,3.96,88-112,factory_normal
V0155-bumper_front,Subaru,bumper_front,142.2,5.6,88-112,factory_normal
V0155-bumper_rear,Subaru,bumper_rear,111.8,4.4,88-112,factory_normal
V0155-door_jamb_left,Subaru,door_jamb_left,101.1,3.98,88-112,factory_normal
V0155-door_jamb_right,Subaru,door_jamb_right,101.5,4.0,88-112,factory_normal
V0156-hood,Subaru,hood,115.0,4.53,88-112,factory_normal
V0156-roof,Subaru,roof,103.0,4.06,88-112,factory_normal
