make,model,year,expected_min_um,expected_max_um,expected_avg_um,expected_avg_mils,oem_range_mils
BMW,X5,2020,118.0,163.0,140.5,5.53,4.6-6.4
BMW,X5,2021,117.6,162.6,140.1,5.52,4.6-6.4
BMW,X5,2022,117.2,162.2,139.7,5.5,4.6-6.4
BMW,X5,2023,116.8,161.8,139.3,5.48,4.6-6.4
BMW,X5,2024,116.4,161.4,138.9,5.47,4.6-6.4
BMW,X5,2025,116.0,161.0,138.5,5.45,4.6-6.3
BMW,X5,2026,115.6,160.6,138.1,5.44,4.6-6.3
BMW,X1,2015,105.0,115.0,110.0,4.33,4.1-4.5
BMW,X1,2016,104.6,114.6,109.6,4.31,4.1-4.5
BMW,X1,2017,104.2,114.2,109.2,4.3,4.1-4.5
BMW,X1,2018,103.8,113.8,108.8,4.28,4.1-4.5
BMW,X1,2019,103.4,113.4,108.4,4.27,4.1-4.5
BMW,X1,2020,103.0,113.0,108.0,4.25,4.1-4.4
BMW,X1,2021,102.6,112.6,107.6,4.24,4.0-4.4
BMW,X1,2022,102.2,112.2,107.2,4.22,4.0-4.4
BMW,X1,2023,101.8,111.8,106.8,4.2,4.0-4.4
BMW,X1,2024,101.4,111.4,106.4,4.19,4.0-4.4
BMW,X1,2025,101.0,111.0,106.0,4.17,4.0-4.4
BMW,X1,2026,100.6,110.6,105.6,4.16,4.0-4.4
Mercedes-Benz,C-Class,2015,100.0,140.0,120.0,4.72,3.9-5.5
Mercedes-Benz,C-Class,2016,99.6,139.6,119.6,4.71,3.9-5.5
Mercedes-Benz,C-Class,2017,99.2,139.2,119.2,4.69,3.9-5.5
Mercedes-Benz,C-Class,2018,98.8,138.8,118.8,4.68,3.9-5.5
Mercedes-Benz,C-Class,2019,98.4,138.4,118.4,4.66,3.9-5.4
Mercedes-Benz,C-Class,2020,98.0,138.0,118.0,4.65,3.9-5.4
Mercedes-Benz,C-Class,2021,97.6,137.6,117.6,4.63,3.8-5.4
Mercedes-Benz,C-Class,2022,97.2,137.2,117.2,4.61,3.8-5.4
Mercedes-Benz,C-Class,2023,96.8,136.8,116.8,4.6,3.8-5.4
Mercedes-Benz,C-Class,2024,96.4,136.4,116.4,4.58,3.8-5.4
Mercedes-Benz,C-Class,2025,96.0,136.0,116.0,4.57,3.8-5.4
Mercedes-Benz,C-Class,2026,95.6,135.6,115.6,4.55,3.8-5.3
Mercedes-Benz,E-Class,2015,100.0,140.0,120.0,4.72,3.9-5.5
Mercedes-Benz,E-Class,2016,99.6,139.6,119.6,4.71,3.9-5.5
Mercedes-Benz,E-Class,2017,99.2,139.2,119.2,4.69,3.9-5.5
Mercedes-Benz,E-Class,2018,98.8,138.8,118.8,4.68,3.9-5.5
Mercedes-Benz,E-Class,2019,98.4,138.4,118.4,4.66,3.9-5.4
Mercedes-Benz,E-Class,2020,98.0,138.0,118.0,4.65,3.9-5.4
Mercedes-Benz,E-Class,2021,97.6,137.6,117.6,4.63,3.8-5.4
Mercedes-Benz,E-Class,2022,97.2,137.2,117.2,4.61,3.8-5.4
Mercedes-Benz,E-Class,2023,96.8,136.8,116.8,4.6,3.8-5.4
Mercedes-Benz,E-Class,2024,96.4,136.4,116.4,4.58,3.8-5.4
Mercedes-Benz,E-Class,2025,96.0,136.0,116.0,4.57,3.8-5.4
Mercedes-Benz,E-Class,2026,95.6,135.6,115.6,4.55,3.8-5.3
Mercedes-Benz,GLC,2015,100.0,135.0,117.5,4.63,3.9-5.3
Mercedes-Benz,GLC,2016,99.6,134.6,117.1,4.61,3.9-5.3
Mercedes-Benz,GLC,2017,99.2,134.2,116.7,4.59,3.9-5.3
Mercedes-Benz,GLC,2018,98.8,133.8,116.3,4.58,3.9-5.3
Mercedes-Benz,GLC,2019,98.4,133.4,115.9,4.56,3.9-5.3
Mercedes-Benz,GLC,2020,98.0,133.0,115.5,4.55,3.9-5.2
Mercedes-Benz,GLC,2021,97.6,132.6,115.1,4.53,3.8-5.2
Mercedes-Benz,GLC,2022,97.2,132.2,114.7,4.52,3.8-5.2
Mercedes-Benz,GLC,2023,96.8,131.8,114.3,4.5,3.8-5.2
Mercedes-Benz,GLC,2024,96.4,131.4,113.9,4.48,3.8-5.2
Mercedes-Benz,GLC,2025,96.0,131.0,113.5,4.47,3.8-5.2
Mercedes-Benz,GLC,2026,95.6,130.6,113.1,4.45,3.8-5.1
Mercedes-Benz,GLE,2015,90.0,115.0,102.5,4.04,3.5-4.5
Mercedes-Benz,GLE,2016,89.6,114.6,102.1,4.02,3.5-4.5
Mercedes-Benz,GLE,2017,89.2,114.2,101.7,4.0,3.5-4.5
Mercedes-Benz,GLE,2018,88.8,113.8,101.3,3.99,3.5-4.5
Mercedes-Benz,GLE,2019,88.4,113.4,100.9,3.97,3.5-4.5
Mercedes-Benz,GLE,2020,88.0,113.0,100.5,3.96,3.5-4.4
Mercedes-Benz,GLE,2021,87.6,112.6,100.1,3.94,3.4-4.4
Mercedes-Benz,GLE,2022,87.2,112.2,99.7,3.93,3.4-4.4
Mercedes-Benz,GLE,2023,86.8,111.8,99.3,3.91,3.4-4.4
Mercedes-Benz,GLE,2024,86.4,111.4,98.9,3.89,3.4-4.4
Mercedes-Benz,GLE,2025,86.0,111.0,98.5,3.88,3.4-4.4
Mercedes-Benz,GLE,2026,85.6,110.6,98.1,3.86,3.4-4.4
Mercedes-Benz,A-Class,2015,100.0,130.0,115.0,4.53,3.9-5.1
Mercedes-Benz,A-Class,2016,99.6,129.6,114.6,4.51,3.9-5.1
Mercedes-Benz,A-Class,2017,99.2,129.2,114.2,4.5,3.9-5.1
Mercedes-Benz,A-Class,2018,98.8,128.8,113.8,4.48,3.9-5.1
Mercedes-Benz,A-Class,2019,98.4,128.4,113.4,4.46,3.9-5.1
Mercedes-Benz,A-Class,2020,98.0,128.0,113.0,4.45,3.9-5.0
Mercedes-Benz,A-Class,2021,97.6,127.6,112.6,4.43,3.8-5.0
Mercedes-Benz,A-Class,2022,97.2,127.2,112.2,4.42,3.8-5.0
Mercedes-Benz,A-Class,2023,96.8,126.8,111.8,4.4,3.8-5.0
Mercedes-Benz,A-Class,2024,96.4,126.4,111.4,4.39,3.8-5.0
Mercedes-Benz,A-Class,2025,96.0,126.0,111.0,4.37,3.8-5.0
Mercedes-Benz,A-Class,2026,95.6,125.6,110.6,4.35,3.8-4.9
Lexus,ES,2015,140.0,145.0,142.5,5.61,5.5-5.7
Lexus,ES,2016,139.6,144.6,142.1,5.59,5.5-5.7
Lexus,ES,2017,139.2,144.2,141.7,5.58,5.5-5.7
Lexus,ES,2018,138.8,143.8,141.3,5.56,5.5-5.7
Lexus,ES,2019,138.4,143.4,140.9,5.55,5.4-5.6
Lexus,ES,2020,138.0,143.0,140.5,5.53,5.4-5.6
Lexus,ES,2021,137.6,142.6,140.1,5.52,5.4-5.6
Lexus,ES,2022,137.2,142.2,139.7,5.5,5.4-5.6
Lexus,ES,2023,136.8,141.8,139.3,5.48,5.4-5.6
Lexus,ES,2024,136.4,141.4,138.9,5.47,5.4-5.6
Lexus,ES,2025,136.0,141.0,138.5,5.45,5.4-5.6
Lexus,ES,2026,135.6,140.6,138.1,5.44,5.3-5.5
Lexus,RX,2015,140.0,145.0,142.5,5.61,5.5-5.7
Lexus,RX,2016,139.6,144.6,142.1,5.59,5.5-5.7
Lexus,RX,2017,139.2,144.2,141.7,5.58,5.5-5.7
Lexus,RX,2018,138.8,143.8,141.3,5.56,5.5-5.7
Lexus,RX,2019,138.4,143.4,140.9,5.55,5.4-5.6
Lexus,RX,2020,138.0,143.0,140.5,5.53,5.4-5.6
Lexus,RX,2021,137.6,142.6,140.1,5.52,5.4-5.6
Lexus,RX,2022,137.2,142.2,139.7,5.5,5.4-5.6
Lexus,RX,2023,136.8,141.8,139.3,5.48,5.4-5.6
Lexus,RX,2024,136.4,141.4,138.9,5.47,5.4-5.6
Lexus,RX,2025,136.0,141.0,138.5,5.45,5.4-5.6
Lexus,RX,2026,135.6,140.6,138.1,5.44,5.3-5.5
Lexus,NX,2015,120.0,140.0,130.0,5.12,4.7-5.5
Lexus,NX,2016,119.6,139.6,129.6,5.1,4.7-5.5
Lexus,NX,2017,119.2,139.2,129.2,5.09,4.7-5.5
Lexus,NX,2018,118.8,138.8,128.8,5.07,4.7-5.5
Lexus,NX,2019,118.4,138.4,128.4,5.06,4.7-5.4
Lexus,NX,2020,118.0,138.0,128.0,5.04,4.6-5.4
Lexus,NX,2021,117.6,137.6,127.6,5.02,4.6-5.4
Lexus,NX,2022,117.2,137.2,127.2,5.01,4.6-5.4
Lexus,NX,2023,116.8,136.8,126.8,4.99,4.6-5.4
Lexus,NX,2024,116.4,136.4,126.4,4.98,4.6-5.4
Lexus,NX,2025,116.0,136.0,126.0,4.96,4.6-5.4
Lexus,NX,2026,115.6,135.6,125.6,4.94,4.6-5.3
Lexus,IS,2015,125.0,145.0,135.0,5.31,4.9-5.7
Lexus,IS,2016,124.6,144.6,134.6,5.3,4.9-5.7
Lexus,IS,2017,124.2,144.2,134.2,5.28,4.9-5.7
Lexus,IS,2018,123.8,143.8,133.8,5.27,4.9-5.7
Lexus,IS,2019,123.4,143.4,133.4,5.25,4.9-5.6
Lexus,IS,2020,123.0,143.0,133.0,5.24,4.8-5.6
Lexus,IS,2021,122.6,142.6,132.6,5.22,4.8-5.6
Lexus,IS,2022,122.2,142.2,132.2,5.2,4.8-5.6
Lexus,IS,2023,121.8,141.8,131.8,5.19,4.8-5.6
Lexus,IS,2024,121.4,141.4,131.4,5.17,4.8-5.6
Lexus,IS,2025,121.0,141.0,131.0,5.16,4.8-5.6
Lexus,IS,2026,120.6,140.6,130.6,5.14,4.7-5.5
Lexus,GX,2015,125.0,150.0,137.5,5.41,4.9-5.9
Lexus,GX,2016,124.6,149.6,137.1,5.4,4.9-5.9
Lexus,GX,2017,124.2,149.2,136.7,5.38,4.9-5.9
Lexus,GX,2018,123.8,148.8,136.3,5.37,4.9-5.9
Lexus,GX,2019,123.4,148.4,135.9,5.35,4.9-5.8
Lexus,GX,2020,123.0,148.0,135.5,5.33,4.8-5.8
Lexus,GX,2021,122.6,147.6,135.1,5.32,4.8-5.8
Lexus,GX,2022,122.2,147.2,134.7,5.3,4.8-5.8
Lexus,GX,2023,121.8,146.8,134.3,5.29,4.8-5.8
Lexus,GX,2024,121.4,146.4,133.9,5.27,4.8-5.8
Lexus,GX,2025,121.0,146.0,133.5,5.26,4.8-5.7
Lexus,GX,2026,120.6,145.6,133.1,5.24,4.7-5.7
Tesla,Model S,2015,75.0,115.0,95.0,3.74,3.0-4.5
Tesla,Model S,2016,74.6,114.6,94.6,3.72,2.9-4.5
Tesla,Model S,2017,74.2,114.2,94.2,3.71,2.9-4.5
Tesla,Model S,2018,73.8,113.8,93.8,3.69,2.9-4.5
Tesla,Model S,2019,73.4,113.4,93.4,3.68,2.9-4.5
Tesla,Model S,2020,73.0,113.0,93.0,3.66,2.9-4.4
Tesla,Model S,2021,72.6,112.6,92.6,3.65,2.9-4.4
Tesla,Model S,2022,72.2,112.2,92.2,3.63,2.8-4.4
Tesla,Model S,2023,71.8,111.8,91.8,3.61,2.8-4.4
Tesla,Model S,2024,71.4,111.4,91.4,3.6,2.8-4.4
Tesla,Model S,2025,71.0,111.0,91.0,3.58,2.8-4.4
Tesla,Model S,2026,70.6,110.6,90.6,3.57,2.8-4.4
Tesla,Model 3,2015,90.0,120.0,105.0,4.13,3.5-4.7
Tesla,Model 3,2016,89.6,119.6,104.6,4.12,3.5-4.7
Tesla,Model 3,2017,89.2,119.2,104.2,4.1,3.5-4.7
Tesla,Model 3,2018,88.8,118.8,103.8,4.09,3.5-4.7
Tesla,Model 3,2019,88.4,118.4,103.4,4.07,3.5-4.7
Tesla,Model 3,2020,88.0,118.0,103.0,4.06,3.5-4.6
Tesla,Model 3,2021,87.6,117.6,102.6,4.04,3.4-4.6
Tesla,Model 3,2022,87.2,117.2,102.2,4.02,3.4-4.6
Tesla,Model 3,2023,86.8,116.8,101.8,4.01,3.4-4.6
Tesla,Model 3,2024,86.4,116.4,101.4,3.99,3.4-4.6
Tesla,Model 3,2025,86.0,116.0,101.0,3.98,3.4-4.6
Tesla,Model 3,2026,85.6,115.6,100.6,3.96,3.4-4.6
Tesla,Model X,2015,80.0,120.0,100.0,3.94,3.1-4.7
Tesla,Model X,2016,79.6,119.6,99.6,3.92,3.1-4.7
Tesla,Model X,2017,79.2,119.2,99.2,3.91,3.1-4.7
Tesla,Model X,2018,78.8,118.8,98.8,3.89,3.1-4.7
Tesla,Model X,2019,78.4,118.4,98.4,3.87,3.1-4.7
Tesla,Model X,2020,78.0,118.0,98.0,3.86,3.1-4.6
Tesla,Model X,2021,77.6,117.6,97.6,3.84,3.1-4.6
Tesla,Model X,2022,77.2,117.2,97.2,3.83,3.0-4.6
Tesla,Model X,2023,76.8,116.8,96.8,3.81,3.0-4.6
Tesla,Model X,2024,76.4,116.4,96.4,3.8,3.0-4.6
Tesla,Model X,2025,76.0,116.0,96.0,3.78,3.0-4.6
Tesla,Model X,2026,75.6,115.6,95.6,3.76,3.0-4.6
Tesla,Model Y,2015,90.0,125.0,107.5,4.23,3.5-4.9
Tesla,Model Y,2016,89.6,124.6,107.1,4.22,3.5-4.9
Tesla,Model Y,2017,89.2,124.2,106.7,4.2,3.5-4.9
Tesla,Model Y,2018,88.8,123.8,106.3,4.19,3.5-4.9
Tesla,Model Y,2019,88.4,123.4,105.9,4.17,3.5-4.9
Tesla,Model Y,2020,88.0,123.0,105.5,4.15,3.5-4.8
Tesla,Model Y,2021,87.6,122.6,105.1,4.14,3.4-4.8
Tesla,Model Y,2022,87.2,122.2,104.7,4.12,3.4-4.8
Tesla,Model Y,2023,86.8,121.8,104.3,4.11,3.4-4.8
Tesla,Model Y,2024,86.4,121.4,103.9,4.09,3.4-4.8
Tesla,Model Y,2025,86.0,121.0,103.5,4.07,3.4-4.8
Tesla,Model Y,2026,85.6,120.6,103.1,4.06,3.4-4.7
Jeep,Wrangler,2015,96.0,110.0,103.0,4.06,3.8-4.3
Jeep,Wrangler,2016,95.6,109.6,102.6,4.04,3.8-4.3
Jeep,Wrangler,2017,95.2,109.2,102.2,4.02,3.7-4.3
Jeep,Wrangler,2018,94.8,108.8,101.8,4.01,3.7-4.3
Jeep,Wrangler,2019,94.4,108.4,101.4,3.99,3.7-4.3
Jeep,Wrangler,2020,94.0,108.0,101.0,3.98,3.7-4.3
Jeep,Wrangler,2021,93.6,107.6,100.6,3.96,3.7-4.2
Jeep,Wrangler,2022,93.2,107.2,100.2,3.94,3.7-4.2
Jeep,Wrangler,2023,92.8,106.8,99.8,3.93,3.7-4.2
Jeep,Wrangler,2024,92.4,106.4,99.4,3.91,3.6-4.2
Jeep,Wrangler,2025,92.0,106.0,99.0,3.9,3.6-4.2
Jeep,Wrangler,2026,91.6,105.6,98.6,3.88,3.6-4.2
Jeep,Grand Cherokee,2015,96.0,112.0,104.0,4.09,3.8-4.4
Jeep,Grand Cherokee,2016,95.6,111.6,103.6,4.08,3.8-4.4
Jeep,Grand Cherokee,2017,95.2,111.2,103.2,4.06,3.7-4.4
Jeep,Grand Cherokee,2018,94.8,110.8,102.8,4.05,3.7-4.4
Jeep,Grand Cherokee,2019,94.4,110.4,102.4,4.03,3.7-4.3
Jeep,Grand Cherokee,2020,94.0,110.0,102.0,4.02,3.7-4.3
Jeep,Grand Cherokee,2021,93.6,109.6,101.6,4.0,3.7-4.3
Jeep,Grand Cherokee,2022,93.2,109.2,101.2,3.98,3.7-4.3
Jeep,Grand Cherokee,2023,92.8,108.8,100.8,3.97,3.7-4.3
Jeep,Grand Cherokee,2024,92.4,108.4,100.4,3.95,3.6-4.3
Jeep,Grand Cherokee,2025,92.0,108.0,100.0,3.94,3.6-4.3
Jeep,Grand Cherokee,2026,91.6,107.6,99.6,3.92,3.6-4.2
Jeep,Cherokee,2015,95.0,108.0,101.5,4.0,3.7-4.3
Jeep,Cherokee,2016,94.6,107.6,101.1,3.98,3.7-4.2
Jeep,Cherokee,2017,94.2,107.2,100.7,3.96,3.7-4.2
Jeep,Cherokee,2018,93.8,106.8,100.3,3.95,3.7-4.2
Jeep,Cherokee,2019,93.4,106.4,99.9,3.93,3.7-4.2
Jeep,Cherokee,2020,93.0,106.0,99.5,3.92,3.7-4.2
Jeep,Cherokee,2021,92.6,105.6,99.1,3.9,3.6-4.2
Jeep,Cherokee,2022,92.2,105.2,98.7,3.89,3.6-4.1
Jeep,Cherokee,2023,91.8,104.8,98.3,3.87,3.6-4.1
Jeep,Cherokee,2024,91.4,104.4,97.9,3.85,3.6-4.1
Jeep,Cherokee,2025,91.0,104.0,97.5,3.84,3.6-4.1
Jeep,Cherokee,2026,90.6,103.6,97.1,3.82,3.6-4.1
Jeep,Compass,2015,95.0,105.0,100.0,3.94,3.7-4.1
Jeep,Compass,2016,94.6,104.6,99.6,3.92,3.7-4.1
Jeep,Compass,2017,94.2,104.2,99.2,3.91,3.7-4.1
Jeep,Compass,2018,93.8,103.8,98.8,3.89,3.7-4.1
Jeep,Compass,2019,93.4,103.4,98.4,3.87,3.7-4.1
Jeep,Compass,2020,93.0,103.0,98.0,3.86,3.7-4.1
Jeep,Compass,2021,92.6,102.6,97.6,3.84,3.6-4.0
Jeep,Compass,2022,92.2,102.2,97.2,3.83,3.6-4.0
Jeep,Compass,2023,91.8,101.8,96.8,3.81,3.6-4.0
Jeep,Compass,2024,91.4,101.4,96.4,3.8,3.6-4.0
Jeep,Compass,2025,91.0,101.0,96.0,3.78,3.6-4.0
Jeep,Compass,2026,90.6,100.6,95.6,3.76,3.6-4.0
Volvo,XC60,2015,105.0,135.0,120.0,4.72,4.1-5.3
Volvo,XC60,2016,104.6,134.6,119.6,4.71,4.1-5.3
Volvo,XC60,2017,104.2,134.2,119.2,4.69,4.1-5.3
Volvo,XC60,2018,103.8,133.8,118.8,4.68,4.1-5.3
Volvo,XC60,2019,103.4,133.4,118.4,4.66,4.1-5.3
Volvo,XC60,2020,103.0,133.0,118.0,4.65,4.1-5.2
Volvo,XC60,2021,102.6,132.6,117.6,4.63,4.0-5.2
Volvo,XC60,2022,102.2,132.2,117.2,4.61,4.0-5.2
Volvo,XC60,2023,101.8,131.8,116.8,4.6,4.0-5.2
Volvo,XC60,2024,101.4,131.4,116.4,4.58,4.0-5.2
Volvo,XC60,2025,101.0,131.0,116.0,4.57,4.0-5.2
Volvo,XC60,2026,100.6,130.6,115.6,4.55,4.0-5.1
Volvo,XC90,2015,105.0,135.0,120.0,4.72,4.1-5.3
Volvo,XC90,2016,104.6,134.6,119.6,4.71,4.1-5.3
Volvo,XC90,2017,104.2,134.2,119.2,4.69,4.1-5.3
Volvo,XC90,2018,103.8,133.8,118.8,4.68,4.1-5.3
Volvo,XC90,2019,103.4,133.4,118.4,4.66,4.1-5.3
Volvo,XC90,2020,103.0,133.0,118.0,4.65,4.1-5.2
Volvo,XC90,2021,102.6,132.6,117.6,4.63,4.0-5.2
Volvo,XC90,2022,102.2,132.2,117.2,4.61,4.0-5.2
Volvo,XC90,2023,101.8,131.8,116.8,4.6,4.0-5.2
Volvo,XC90,2024,101.4,131.4,116.4,4.58,4.0-5.2
Volvo,XC90,2025,101.0,131.0,116.0,4.57,4.0-5.2
Volvo,XC90,2026,100.6,130.6,115.6,4.55,4.0-5.1
Volvo,S60,2015,105.0,130.0,117.5,4.63,4.1-5.1
Volvo,S60,2016,104.6,129.6,117.1,4.61,4.1-5.1
Volvo,S60,2017,104.2,129.2,116.7,4.59,4.1-5.1
Volvo,S60,2018,103.8,128.8,116.3,4.58,4.1-5.1
Volvo,S60,2019,103.4,128.4,115.9,4.56,4.1-5.1
Volvo,S60,2020,103.0,128.0,115.5,4.55,4.1-5.0
Volvo,S60,2021,102.6,127.6,115.1,4.53,4.0-5.0
Volvo,S60,2022,102.2,127.2,114.7,4.52,4.0-5.0
Volvo,S60,2023,101.8,126.8,114.3,4.5,4.0-5.0
Volvo,S60,2024,101.4,126.4,113.9,4.48,4.0-5.0
Volvo,S60,2025,101.0,126.0,113.5,4.47,4.0-5.0
Volvo,S60,2026,100.6,125.6,113.1,4.45,4.0-4.9
Volvo,XC40,2015,105.0,130.0,117.5,4.63,4.1-5.1
Volvo,XC40,2016,104.6,129.6,117.1,4.61,4.1-5.1
Volvo,XC40,2017,104.2,129.2,116.7,4.59,4.1-5.1
Volvo,XC40,2018,103.8,128.8,116.3,4.58,4.1-5.1
Volvo,XC40,2019,103.4,128.4,115.9,4.56,4.1-5.1
Volvo,XC40,2020,103.0,128.0,115.5,4.55,4.1-5.0
Volvo,XC40,2021,102.6,127.6,115.1,4.53,4.0-5.0
Volvo,XC40,2022,102.2,127.2,114.7,4.52,4.0-5.0
Volvo,XC40,2023,101.8,126.8,114.3,4.5,4.0-5.0
Volvo,XC40,2024,101.4,126.4,113.9,4.48,4.0-5.0
Volvo,XC40,2025,101.0,126.0,113.5,4.47,4.0-5.0
Volvo,XC40,2026,100.6,125.6,113.1,4.45,4.0-4.9
Porsche,911,2015,100.0,135.0,117.5,4.63,3.9-5.3
Porsche,911,2016,99.6,134.6,117.1,4.61,3.9-5.3
Porsche,911,2017,99.2,134.2,116.7,4.59,3.9-5.3
Porsche,911,2018,98.8,133.8,116.3,4.58,3.9-5.3
Porsche,911,2019,98.4,133.4,115.9,4.56,3.9-5.3
Porsche,911,2020,98.0,133.0,115.5,4.55,3.9-5.2
Porsche,911,2021,97.6,132.6,115.1,4.53,3.8-5.2
Porsche,911,2022,97.2,132.2,114.7,4.52,3.8-5.2
Porsche,911,2023,96.8,131.8,114.3,4.5,3.8-5.2
Porsche,911,2024,96.4,131.4,113.9,4.48,3.8-5.2
Porsche,911,2025,96.0,131.0,113.5,4.47,3.8-5.2
Porsche,911,2026,95.6,130.6,113.1,4.45,3.8-5.1
Porsche,Cayenne,2015,105.0,140.0,122.5,4.82,4.1-5.5
Porsche,Cayenne,2016,104.6,139.6,122.1,4.81,4.1-5.5
Porsche,Cayenne,2017,104.2,139.2,121.7,4.79,4.1-5.5
Porsche,Cayenne,2018,103.8,138.8,121.3,4.78,4.1-5.5
Porsche,Cayenne,2019,103.4,138.4,120.9,4.76,4.1-5.4
Porsche,Cayenne,2020,103.0,138.0,120.5,4.74,4.1-5.4
Porsche,Cayenne,2021,102.6,137.6,120.1,4.73,4.0-5.4
Porsche,Cayenne,2022,102.2,137.2,119.7,4.71,4.0-5.4
Porsche,Cayenne,2023,101.8,136.8,119.3,4.7,4.0-5.4
Porsche,Cayenne,2024,101.4,136.4,118.9,4.68,4.0-5.4
Porsche,Cayenne,2025,101.0,136.0,118.5,4.67,4.0-5.4
Porsche,Cayenne,2026,100.6,135.6,118.1,4.65,4.0-5.3
Porsche,Macan,2015,100.0,135.0,117.5,4.63,3.9-5.3
Porsche,Macan,2016,99.6,134.6,117.1,4.61,3.9-5.3
Porsche,Macan,2017,99.2,134.2,116.7,4.59,3.9-5.3
Porsche,Macan,2018,98.8,133.8,116.3,4.58,3.9-5.3
Porsche,Macan,2019,98.4,133.4,115.9,4.56,3.9-5.3
Porsche,Macan,2020,98.0,133.0,115.5,4.55,3.9-5.2
Porsche,Macan,2021,97.6,132.6,115.1,4.53,3.8-5.2
Porsche,Macan,2022,97.2,132.2,114.7,4.52,3.8-5.2
Porsche,Macan,2023,96.8,131.8,114.3,4.5,3.8-5.2
Porsche,Macan,2024,96.4,131.4,113.9,4.48,3.8-5.2
Porsche,Macan,2025,96.0,131.0,113.5,4.47,3.8-5.2
Porsche,Macan,2026,95.6,130.6,113.1,4.45,3.8-5.1
Porsche,Taycan,2015,100.0,135.0,117.5,4.63,3.9-5.3
Porsche,Taycan,2016,99.6,134.6,117.1,4.61,3.9-5.3
Porsche,Taycan,2017,99.2,134.2,116.7,4.59,3.9-5.3
Porsche,Taycan,2018,98.8,133.8,116.3,4.58,3.9-5.3
Porsche,Taycan,2019,98.4,133.4,115.9,4.56,3.9-5.3
Porsche,Taycan,2020,98.0,133.0,115.5,4.55,3.9-5.2
Porsche,Taycan,2021,97.6,132.6,115.1,4.53,3.8-5.2
Porsche,Taycan,2022,97.2,132.2,114.7,4.52,3.8-5.2
Porsche,Taycan,2023,96.8,131.8,114.3,4.5,3.8-5.2
Porsche,Taycan,2024,96.4,131.4,113.9,4.48,3.8-5.2
Porsche,Taycan,2025,96.0,131.0,113.5,4.47,3.8-5.2
Porsche,Taycan,2026,95.6,130.6,113.1,4.45,3.8-5.1
Peugeot,308,2015,100.0,115.0,107.5,4.23,3.9-4.5
Peugeot,308,2016,99.6,114.6,107.1,4.22,3.9-4.5
Peugeot,308,2017,99.2,114.2,106.7,4.2,3.9-4.5
Peugeot,308,2018,98.8,113.8,106.3,4.19,3.9-4.5
Peugeot,308,2019,98.4,113.4,105.9,4.17,3.9-4.5
Peugeot,308,2020,98.0,113.0,105.5,4.15,3.9-4.4
Peugeot,308,2021,97.6,112.6,105.1,4.14,3.8-4.4
Peugeot,308,2022,97.2,112.2,104.7,4.12,3.8-4.4
Peugeot,308,2023,96.8,111.8,104.3,4.11,3.8-4.4
Peugeot,308,2024,96.4,111.4,103.9,4.09,3.8-4.4
Peugeot,308,2025,96.0,111.0,103.5,4.07,3.8-4.4
Peugeot,308,2026,95.6,110.6,103.1,4.06,3.8-4.4
Peugeot,3008,2015,100.0,115.0,107.5,4.23,3.9-4.5
Peugeot,3008,2016,99.6,114.6,107.1,4.22,3.9-4.5
Peugeot,3008,2017,99.2,114.2,106.7,4.2,3.9-4.5
Peugeot,3008,2018,98.8,113.8,106.3,4.19,3.9-4.5
Peugeot,3008,2019,98.4,113.4,105.9,4.17,3.9-4.5
Peugeot,3008,2020,98.0,113.0,105.5,4.15,3.9-4.4
Peugeot,3008,2021,97.6,112.6,105.1,4.14,3.8-4.4
Peugeot,3008,2022,97.2,112.2,104.7,4.12,3.8-4.4
Peugeot,3008,2023,96.8,111.8,104.3,4.11,3.8-4.4
Peugeot,3008,2024,96.4,111.4,103.9,4.09,3.8-4.4
Peugeot,3008,2025,96.0,111.0,103.5,4.07,3.8-4.4
Peugeot,3008,2026,95.6,110.6,103.1,4.06,3.8-4.4
Peugeot,508,2015,100.0,115.0,107.5,4.23,3.9-4.5
Peugeot,508,2016,99.6,114.6,107.1,4.22,3.9-4.5
Peugeot,508,2017,99.2,114.2,106.7,4.2,3.9-4.5
Peugeot,508,2018,98.8,113.8,106.3,4.19,3.9-4.5
Peugeot,508,2019,98.4,113.4,105.9,4.17,3.9-4.5
Peugeot,508,2020,98.0,113.0,105.5,4.15,3.9-4.4
Peugeot,508,2021,97.6,112.6,105.1,4.14,3.8-4.4
Peugeot,508,2022,97.2,112.2,104.7,4.12,3.8-4.4
Peugeot,508,2023,96.8,111.8,104.3,4.11,3.8-4.4
Peugeot,508,2024,96.4,111.4,103.9,4.09,3.8-4.4
Peugeot,508,2025,96.0,111.0,103.5,4.07,3.8-4.4
Peugeot,508,2026,95.6,110.6,103.1,4.06,3.8-4.4
Renault,Clio,2015,100.0,120.0,110.0,4.33,3.9-4.7
Renault,Clio,2016,99.6,119.6,109.6,4.31,3.9-4.7
Renault,Clio,2017,99.2,119.2,109.2,4.3,3.9-4.7
Renault,Clio,2018,98.8,118.8,108.8,4.28,3.9-4.7
Renault,Clio,2019,98.4,118.4,108.4,4.27,3.9-4.7
Renault,Clio,2020,98.0,118.0,108.0,4.25,3.9-4.6
Renault,Clio,2021,97.6,117.6,107.6,4.24,3.8-4.6
Renault,Clio,2022,97.2,117.2,107.2,4.22,3.8-4.6
Renault,Clio,2023,96.8,116.8,106.8,4.2,3.8-4.6
Renault,Clio,2024,96.4,116.4,106.4,4.19,3.8-4.6
Renault,Clio,2025,96.0,116.0,106.0,4.17,3.8-4.6
